,O3,NO,NO2,NOX,SO2,CO,PM10
34579,0.015,0.012,0.035,0.047,0.002,1.176,134.1
34580,0.008,0.022,0.042,0.064,0.003,1.55,136
34581,0.005,0.01,0.046,0.055,0.005,1.622,163.9
34582,0.007,0.006,0.042,0.048,0.003,1.329,128.1
34583,0.002,0.035,0.047,0.081,0.004,1.609,122.7
34584,0.001,0.063,0.046,0.107,0.004,2.13,134
34585,0.001,0.107,0.042,0.148,0.005,2.809,184.1
34586,0.001,0.113,0.045,0.158,0.005,2.81,170.2
34587,0.001,0.103,0.045,0.148,0.005,2.694,144.8
34588,0.005,0.026,0.033,0.059,0.003,1.3,125.6
34589,0.001,0.022,0.038,0.059,0.003,1.458,96.6
34590,0.002,0.007,0.037,0.044,0.002,1.152,88.2
34591,0.001,0.016,0.037,0.052,0.002,1.366,95.5
34592,0.001,0.064,0.038,0.102,0.003,1.955,130.5
34593,0.002,0.103,0.043,0.145,0.004,2.753,168
34594,0.009,0.038,0.044,0.082,0.004,1.849,163.7
34595,0.023,0.01,0.028,0.038,0.003,1.072,102.5
34596,0.03,0.011,0.029,0.04,0.002,1.103,94
34597,0.034,0.01,0.035,0.045,0.002,1.07,101.7
34598,0.033,0.029,0.025,0.052,0.002,0.772,110.7
34599,0.034,0.004,0.02,0.023,0.001,0.796,87.9
34600,0.02,0.003,0.024,0.027,0.002,0.837,69.8
34601,0.02,0.002,0.021,0.022,0.002,0.753,73.4
34602,0.008,0.006,0.027,0.033,0.002,1.064,73.4
34603,0.003,0.012,0.031,0.043,0.002,1.205,70
34604,0.007,0.007,0.023,0.03,0.002,0.889,52
34605,0.005,0.009,0.025,0.033,0.002,0.931,40.6
